area_code,area_name,tier,case_rate,case_rate_over_60s,growth_rate,positivity_rate,estimated_admissions_rate,estimated_occupancy_rate,score
E08000031,Wolverhampton,Tier 3,290.5,224.1,0.8,8.3,3.7,37.8,46.13553113553114
E08000032,Bradford,Tier 3,273.8,218.1,0.6,8.6,4.2,36.6,44.001831501831504
E08000033,Calderdale,Tier 3,256.3,171.2,0.6,9.2,3.6,25.7,37.10622710622711
E08000034,Kirklees,Tier 3,283.3,217.1,0.6,11,3.6,35.3,44.82600732600732
E08000035,Leeds,Tier 3,201.4,182.6,0.6,7.9,3,33.8,33.69047619047619
E08000036,Wakefield,Tier 3,264.7,218.1,0.7,9.4,3.5,47.5,44.18498168498168
E08000037,Gateshead,Tier 3,202.4,198.6,0.6,6.9,1.5,33.6,35
E09000002,Barking and Dagenham,Tier 2,254.6,201.9,1,9.7,3.7,32.7,40.494505494505496
E09000003,Barnet,Tier 2,149.3,100.1,0.9,4.4,1.2,11.8,18.89194139194139
E09000004,Bexley,Tier 2,200.2,115.3,0.7,7.2,3,15.2,25.659340659340657
E09000005,Brent,Tier 2,174.1,118.2,0.8,7.4,1.9,15.9,23.525641025641022
E09000006,Bromley,Tier 2,121.9,41.2,0.7,5.4,0.7,11,10.943223443223443
E09000007,Camden,Tier 2,89.6,32.4,0.8,1.4,0.8,8.4,6.59340659340659
E09000008,Croydon,Tier 2,136.8,102.8,0.8,5.7,2.9,19.1,18.92857142857143
E09000009,Ealing,Tier 2,191.9,171.4,0.8,7.7,1.9,15.3,30
E09000010,Enfield,Tier 2,175,88.3,0.8,6.8,1.2,15.4,20.705128205128204
E09000011,Greenwich,Tier 2,157,90.3,0.8,6.1,2.7,12.6,19.056776556776555
E09000012,Hackney and City of London,Tier 2,124.5,98.8,0.7,5.9,1.7,8.7,16.38278388278388
E09000013,Hammersmith and Fulham,Tier 2,121,65,0.7,4.9,0.8,10.8,12.985347985347987
E09000014,Haringey,Tier 2,118,66.5,0.8,5.6,1.2,13.6,13.214285714285712
E09000015,Harrow,Tier 2,139.4,74.7,0.7,5.7,2.5,17.8,16.428571428571427
E09000016,Havering,Tier 2,285.9,204.8,0.7,9.7,4,35.6,43.89194139194139
E09000017,Hillingdon,Tier 2,167.8,152.7,0.8,6.1,3,17.5,26.236263736263737
E09000018,Hounslow,Tier 2,171.6,124,0.8,7,1.2,11.3,23.305860805860803
E09000019,Islington,Tier 2,104.3,86.9,0.7,5.2,1,8.4,13.287545787545785
E09000020,Kensington and Chelsea,Tier 2,115.9,78.4,0.8,5.2,0.9,10.1,13.727106227106228
E09000021,Kingston upon Thames,Tier 2,154.4,100.4,0.8,6.2,2.4,21.9,20.57692307692308
E09000022,Lambeth,Tier 2,112,86.1,0.7,3.8,0.6,9.6,13.864468864468865
E09000023,Lewisham,Tier 2,98.1,77.3,0.8,5,2.1,11.6,12.225274725274724
E09000024,Merton,Tier 2,142.8,114.7,0.7,6.3,1.9,16.7,20.302197802197806
E09000025,Newham,Tier 2,217.5,256.3,1,10.3,1.9,15.6,40.4029304029304
E09000026,Redbridge,Tier 2,295.9,202.8,1,11.5,3.1,27.1,43.956043956043956
E09000027,Richmond upon Thames,Tier 2,87.4,84.3,0.8,4.2,1.8,16.3,12.216117216117217
E09000028,Southwark,Tier 2,105.1,62.7,0.9,5,0.4,8.7,11.117216117216115
E09000029,Sutton,Tier 2,126,119.8,0.8,5,3,22.6,19.761904761904763
E09000030,Tower Hamlets,Tier 2,206,152.2,0.8,8.8,1.8,14.7,29.56959706959707
E09000031,Waltham Forest,Tier 2,212.3,171.1,1,9.4,1.9,15.3,32.014652014652015
E09000032,Wandsworth,Tier 2,96.5,72,0.6,4.2,1.3,12.5,11.510989010989011
E09000033,Westminster,Tier 2,96.8,66,0.7,5.6,0.6,9.7,10.805860805860805
