area_code,area_name,indicator,period,measure,unit,value
E02001269,Stretford East,People on Universal Credit,2020-03,count,persons,502
E02001270,Sale North,People on Universal Credit,2020-03,count,persons,255
E02001271,Ashton upon Mersey North,People on Universal Credit,2020-03,count,persons,355
E02001272,Sale East,People on Universal Credit,2020-03,count,persons,152
E02001273,Sale Central,People on Universal Credit,2020-03,count,persons,254
E02001274,Ashton upon Mersey South,People on Universal Credit,2020-03,count,persons,118
E02001275,Partington,People on Universal Credit,2020-03,count,persons,888
E02001276,Sale Moor,People on Universal Credit,2020-03,count,persons,418
E02001277,Broadheath & Firsway,People on Universal Credit,2020-03,count,persons,723
E02001278,West Timperley,People on Universal Credit,2020-03,count,persons,158
E02001279,Timperley North,People on Universal Credit,2020-03,count,persons,111
E02001280,Timperley East,People on Universal Credit,2020-03,count,persons,473
E02001281,Timperley South,People on Universal Credit,2020-03,count,persons,92
E02001282,Altrincham East,People on Universal Credit,2020-03,count,persons,230
E02001283,"Altrincham West, Dunham & Warburton",People on Universal Credit,2020-03,count,persons,191
E02001284,Hale,People on Universal Credit,2020-03,count,persons,93
E02001285,Bowdon,People on Universal Credit,2020-03,count,persons,157
E02001286,Hale Barns,People on Universal Credit,2020-03,count,persons,121
E02001259,Old Trafford,People on Universal Credit,2020-04,count,persons,1421
E02001260,Trafford Park West & Kingsway Park,People on Universal Credit,2020-04,count,persons,380
E02001261,Gorse Hill,People on Universal Credit,2020-04,count,persons,806
E02001262,Firswood,People on Universal Credit,2020-04,count,persons,676
E02001263,Davyhulme,People on Universal Credit,2020-04,count,persons,249
E02001264,Trafford Park East & Sevenways,People on Universal Credit,2020-04,count,persons,592
E02001265,Flixton & Moorside,People on Universal Credit,2020-04,count,persons,472
E02001266,Lostock & Stretford Meadows,People on Universal Credit,2020-04,count,persons,657
E02001267,Urmston East,People on Universal Credit,2020-04,count,persons,372
E02001268,Urmston West,People on Universal Credit,2020-04,count,persons,241
E02001269,Stretford East,People on Universal Credit,2020-04,count,persons,692
E02001270,Sale North,People on Universal Credit,2020-04,count,persons,376
E02001271,Ashton upon Mersey North,People on Universal Credit,2020-04,count,persons,499
E02001272,Sale East,People on Universal Credit,2020-04,count,persons,259
E02001273,Sale Central,People on Universal Credit,2020-04,count,persons,393
E02001274,Ashton upon Mersey South,People on Universal Credit,2020-04,count,persons,208
E02001275,Partington,People on Universal Credit,2020-04,count,persons,1071
E02001276,Sale Moor,People on Universal Credit,2020-04,count,persons,579
E02001277,Broadheath & Firsway,People on Universal Credit,2020-04,count,persons,923
E02001278,West Timperley,People on Universal Credit,2020-04,count,persons,249
E02001279,Timperley North,People on Universal Credit,2020-04,count,persons,195
E02001280,Timperley East,People on Universal Credit,2020-04,count,persons,637
E02001281,Timperley South,People on Universal Credit,2020-04,count,persons,160
E02001282,Altrincham East,People on Universal Credit,2020-04,count,persons,400
E02001283,"Altrincham West, Dunham & Warburton",People on Universal Credit,2020-04,count,persons,317
E02001284,Hale,People on Universal Credit,2020-04,count,persons,152
E02001285,Bowdon,People on Universal Credit,2020-04,count,persons,242
E02001286,Hale Barns,People on Universal Credit,2020-04,count,persons,192
